Content,EventTemplate,IsInTrain,Dataset
r24=0x0ffea4c8 r25=0x00000003 r26=0x0000000f r27=0xffffd000,r24=<*> r25=<*> r26=<*> r27=<*>,yes,BGL
r24=0x0ffea4c8 r25=0x00000003 r26=0x0000000f r27=0xffffd000,r24=<*> r25=<*> r26=<*> r27=<*>,yes,BGL
"CE sym 12, at 0x18e33e80, mask 0x04","CE sym <*>, at <*>, mask <*>",yes,BGL
"CE sym 25, at 0x10e1bce0, mask 0x40","CE sym <*>, at <*>, mask <*>",yes,BGL
"CE sym 2, at 0x0b85eee0, mask 0x05","CE sym <*>, at <*>, mask <*>",yes,BGL
"CE sym 5, at 0x11042a80, mask 0x04","CE sym <*>, at <*>, mask <*>",yes,BGL
"CE sym 9, at 0x12870760, mask 0x40","CE sym <*>, at <*>, mask <*>",yes,BGL
"CE sym 25, at 0x12127ee0, mask 0x10","CE sym <*>, at <*>, mask <*>",yes,BGL
"CE sym 12, at 0x1b786f60, mask 0x04","CE sym <*>, at <*>, mask <*>",yes,BGL
"CE sym 15, at 0x0bde77e0, mask 0x04","CE sym <*>, at <*>, mask <*>",yes,BGL
"CE sym 27, at 0x166a9f20, mask 0x02","CE sym <*>, at <*>, mask <*>",yes,BGL
"CE sym 8, at 0x0a2ae600, mask 0x10","CE sym <*>, at <*>, mask <*>",yes,BGL
"CE sym 19, at 0x057c7e00, mask 0x20","CE sym <*>, at <*>, mask <*>",yes,BGL
"CE sym 15, at 0x06a72120, mask 0x04","CE sym <*>, at <*>, mask <*>",yes,BGL
"CE sym 20, at 0x01228120, mask 0x10","CE sym <*>, at <*>, mask <*>",yes,BGL
"CE sym 6, at 0x06ec7a20, mask 0x20","CE sym <*>, at <*>, mask <*>",yes,BGL
"CE sym 20, at 0x0a508740, mask 0x02","CE sym <*>, at <*>, mask <*>",yes,BGL
iar 00106210 dear 0244c20c,iar <*> dear <*>,yes,BGL
iar 001069a8 dear 02f7bd7c,iar <*> dear <*>,yes,BGL
iar 00106228 dear 0244c21c,iar <*> dear <*>,yes,BGL
iar 00106448 dear 0246db5c,iar <*> dear <*>,yes,BGL
iar 00106ba0 dear 0246de3c,iar <*> dear <*>,yes,BGL
iar 00106c0c dear 0246de1c,iar <*> dear <*>,yes,BGL
iar 001061e8 dear 0247015c,iar <*> dear <*>,yes,BGL
iar 001061ec dear 02f6668c,iar <*> dear <*>,yes,BGL
iar 00106834 dear 0245cd0c,iar <*> dear <*>,yes,BGL
iar 001066c4 dear 0252527c,iar <*> dear <*>,yes,BGL
iar 001066ac dear 025252bc,iar <*> dear <*>,yes,BGL
iar 00106580 dear 045e148c,iar <*> dear <*>,yes,BGL
iar 003a9260 dear 012924f8,iar <*> dear <*>,yes,BGL
iar 0014a150 dear 009829b8,iar <*> dear <*>,yes,BGL
iar 001061dc dear 0244c28c,iar <*> dear <*>,yes,BGL
machine state register: 0x00002000,machine state register: <*>,yes,BGL
machine state register: 0x00002000,machine state register: <*>,yes,BGL
machine state register: 0x00002000,machine state register: <*>,yes,BGL
machine state register: 0x00002000,machine state register: <*>,yes,BGL
machine state register: 0x00002000,machine state register: <*>,yes,BGL
machine state register: 0x00002000,machine state register: <*>,yes,BGL
machine state register: 0x00002000,machine state register: <*>,yes,BGL
machine state register: 0x00002000,machine state register: <*>,yes,BGL
machine state register: 0x00002000,machine state register: <*>,yes,BGL
machine state register: 0x00002000,machine state register: <*>,yes,BGL
machine state register: 0x00002000,machine state register: <*>,yes,BGL
machine state register: 0x00002000,machine state register: <*>,yes,BGL
machine state register: 0x00002000,machine state register: <*>,yes,BGL
machine state register: 0x00002000,machine state register: <*>,yes,BGL
machine state register: 0x00002000,machine state register: <*>,yes,BGL
fpr29=0xffffffff ffffffff ffffffff ffffffff,fpr29=<*> <*> <*> <*>,yes,BGL
fpr29=0xffffffff ffffffff ffffffff ffffffff,fpr29=<*> <*> <*> <*>,yes,BGL
fpr29=0xffffffff ffffffff ffffffff ffffffff,fpr29=<*> <*> <*> <*>,yes,BGL
fpr29=0xffffffff ffffffff ffffffff ffffffff,fpr29=<*> <*> <*> <*>,yes,BGL
fpr29=0xffffffff ffffffff ffffffff ffffffff,fpr29=<*> <*> <*> <*>,yes,BGL
fpr29=0xffffffff ffffffff ffffffff ffffffff,fpr29=<*> <*> <*> <*>,yes,BGL
fpr29=0xffffffff ffffffff ffffffff ffffffff,fpr29=<*> <*> <*> <*>,yes,BGL
fpr29=0xffffffff ffffffff ffffffff ffffffff,fpr29=<*> <*> <*> <*>,yes,BGL
fpr29=0xffffffff ffffffff ffffffff ffffffff,fpr29=<*> <*> <*> <*>,yes,BGL
fpr29=0xffffffff ffffffff ffffffff ffffffff,fpr29=<*> <*> <*> <*>,yes,BGL
fpr29=0xffffffff ffffffff ffffffff ffffffff,fpr29=<*> <*> <*> <*>,yes,BGL
fpr29=0xffffffff ffffffff ffffffff ffffffff,fpr29=<*> <*> <*> <*>,yes,BGL
fpr29=0xffffffff ffffffff ffffffff ffffffff,fpr29=<*> <*> <*> <*>,yes,BGL
fpr29=0xffffffff ffffffff ffffffff ffffffff,fpr29=<*> <*> <*> <*>,yes,BGL
fpr29=0xffffffff ffffffff ffffffff ffffffff,fpr29=<*> <*> <*> <*>,yes,BGL
core configuration register: 0x00002000,core configuration register: <*>,yes,BGL
core configuration register: 0x00002000,core configuration register: <*>,yes,BGL
core configuration register: 0x00002000,core configuration register: <*>,yes,BGL
core configuration register: 0x00002000,core configuration register: <*>,yes,BGL
core configuration register: 0x00002000,core configuration register: <*>,yes,BGL
core configuration register: 0x00002000,core configuration register: <*>,yes,BGL
core configuration register: 0x00002000,core configuration register: <*>,yes,BGL
core configuration register: 0x00002000,core configuration register: <*>,yes,BGL
core configuration register: 0x00002000,core configuration register: <*>,yes,BGL
core configuration register: 0x00002000,core configuration register: <*>,yes,BGL
core configuration register: 0x00002000,core configuration register: <*>,yes,BGL
core configuration register: 0x00002000,core configuration register: <*>,yes,BGL
core configuration register: 0x00002000,core configuration register: <*>,yes,BGL
core configuration register: 0x00002000,core configuration register: <*>,yes,BGL
core configuration register: 0x00002000,core configuration register: <*>,yes,BGL
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),yes,BGL
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),yes,BGL
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),yes,BGL
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),yes,BGL
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),yes,BGL
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),yes,BGL
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),yes,BGL
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),yes,BGL
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),yes,BGL
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),yes,BGL
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),yes,BGL
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),yes,BGL
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),yes,BGL
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),yes,BGL
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),yes,BGL
exception syndrome register: 0x00800000,exception syndrome register: <*>,yes,BGL
exception syndrome register: 0x00800000,exception syndrome register: <*>,yes,BGL
exception syndrome register: 0x00800000,exception syndrome register: <*>,yes,BGL
exception syndrome register: 0x00800000,exception syndrome register: <*>,yes,BGL
exception syndrome register: 0x00800000,exception syndrome register: <*>,yes,BGL
exception syndrome register: 0x00800000,exception syndrome register: <*>,yes,BGL
exception syndrome register: 0x08000000,exception syndrome register: <*>,yes,BGL
exception syndrome register: 0x00800000,exception syndrome register: <*>,yes,BGL
exception syndrome register: 0x00800000,exception syndrome register: <*>,yes,BGL
exception syndrome register: 0x00800000,exception syndrome register: <*>,yes,BGL
exception syndrome register: 0x00800000,exception syndrome register: <*>,yes,BGL
exception syndrome register: 0x00800000,exception syndrome register: <*>,yes,BGL
exception syndrome register: 0x00800000,exception syndrome register: <*>,yes,BGL
exception syndrome register: 0x00800000,exception syndrome register: <*>,yes,BGL
exception syndrome register: 0x00800000,exception syndrome register: <*>,yes,BGL
data address: 0x00000002,data address: <*>,yes,BGL
data address: 0x00000002,data address: <*>,yes,BGL
data address: 0x00000002,data address: <*>,yes,BGL
data address: 0x00000002,data address: <*>,yes,BGL
data address: 0x00000002,data address: <*>,yes,BGL
data address: 0x00000002,data address: <*>,yes,BGL
data address: 0x00000002,data address: <*>,yes,BGL
data address: 0x00000002,data address: <*>,yes,BGL
data address: 0x00000002,data address: <*>,yes,BGL
data address: 0x00000002,data address: <*>,yes,BGL
data address: 0x00000002,data address: <*>,yes,BGL
data address: 0x00000002,data address: <*>,yes,BGL
data address: 0x00000002,data address: <*>,yes,BGL
data address: 0x00000002,data address: <*>,yes,BGL
data address: 0x00000002,data address: <*>,yes,BGL
ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,yes,BGL
ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,yes,BGL
ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,yes,BGL
ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,yes,BGL
ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,yes,BGL
ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,yes,BGL
ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,yes,BGL
ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,yes,BGL
ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,yes,BGL
ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,yes,BGL
ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,yes,BGL
ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,yes,BGL
ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,yes,BGL
ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,yes,BGL
ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,yes,BGL
dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,dbcr0=<*> dbsr=<*> ccr0=<*>,yes,BGL
dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,dbcr0=<*> dbsr=<*> ccr0=<*>,yes,BGL
dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,dbcr0=<*> dbsr=<*> ccr0=<*>,yes,BGL
dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,dbcr0=<*> dbsr=<*> ccr0=<*>,yes,BGL
dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,dbcr0=<*> dbsr=<*> ccr0=<*>,yes,BGL
dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,dbcr0=<*> dbsr=<*> ccr0=<*>,yes,BGL
dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,dbcr0=<*> dbsr=<*> ccr0=<*>,yes,BGL
dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,dbcr0=<*> dbsr=<*> ccr0=<*>,yes,BGL
dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,dbcr0=<*> dbsr=<*> ccr0=<*>,yes,BGL
dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,dbcr0=<*> dbsr=<*> ccr0=<*>,yes,BGL
dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,dbcr0=<*> dbsr=<*> ccr0=<*>,yes,BGL
dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,dbcr0=<*> dbsr=<*> ccr0=<*>,yes,BGL
dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,dbcr0=<*> dbsr=<*> ccr0=<*>,yes,BGL
dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,dbcr0=<*> dbsr=<*> ccr0=<*>,yes,BGL
dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,dbcr0=<*> dbsr=<*> ccr0=<*>,yes,BGL
Machine State Register: 0x0002f900,Machine State Register: <*>,yes,BGL
Machine State Register: 0x0002f900,Machine State Register: <*>,yes,BGL
Machine State Register: 0x0002f900,Machine State Register: <*>,yes,BGL
Machine State Register: 0x0002f900,Machine State Register: <*>,yes,BGL
Machine State Register: 0x0002f900,Machine State Register: <*>,yes,BGL
Machine State Register: 0x0002f900,Machine State Register: <*>,yes,BGL
Machine State Register: 0x0002f900,Machine State Register: <*>,yes,BGL
Machine State Register: 0x0002f900,Machine State Register: <*>,yes,BGL
Machine State Register: 0x0002f900,Machine State Register: <*>,yes,BGL
Machine State Register: 0x0002f900,Machine State Register: <*>,yes,BGL
Machine State Register: 0x0002f900,Machine State Register: <*>,yes,BGL
Machine State Register: 0x0002f900,Machine State Register: <*>,yes,BGL
Machine State Register: 0x0002f900,Machine State Register: <*>,yes,BGL
Machine State Register: 0x0002f900,Machine State Register: <*>,yes,BGL
Machine State Register: 0x0002f900,Machine State Register: <*>,yes,BGL
"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for torus z+ wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for torus z+ wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for torus z+ wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for torus z+ wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for torus z+ wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for torus z+ wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for torus z+ wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for torus z+ wire, suppressing further interrupts of same type",yes,BGL
"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for torus z+ wire, suppressing further interrupts of same type",yes,BGL
