Content,EventTemplate,IsInTrain,Dataset,ZsMistralExtractedTemplate,FsMistralExtractedTemplate,FTMistralExtractedTemplate,ZSGPT4ExtractedTemplate,FSGPT4ExtractedTemplate
Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Removing base or swap file: <*>,no-Un,OpenStack,<*>,Removing base or swap file: <*>,Removing base or swap file: <*>,Removing base or swap file: <*>,Removing base or swap file: <*>
Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Removing base or swap file: <*>,no-Un,OpenStack,<*>,Removing base or swap file: <*>,Removing base or swap file: <*>,Removing base or swap file: <*>,Removing base or swap file: <*>
Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Removing base or swap file: <*>,no-Un,OpenStack,<*>,Removing base or swap file: <*>,Removing base or swap file: <*>,Removing base or swap file: <*>,Removing base or swap file: <*>
Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Unknown base file: <*>,no-Un,OpenStack,<*>,Template: Unknown base file: <*>,Unknown base file: <*>,Unknown base file: /var/lib/nova/instances/_base/<*>,Unknown base file: <*>
Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Unknown base file: <*>,no-Un,OpenStack,<*>,Template: Unknown base file: <*>,Unknown base file: <*>,Unknown base file: /var/lib/nova/instances/_base/<*>,Unknown base file: <*>
Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Unknown base file: <*>,no-Un,OpenStack,<*>,Template: Unknown base file: <*>,Unknown base file: <*>,Unknown base file: /var/lib/nova/instances/_base/<*>,Unknown base file: <*>
Successfully synced instances from host 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us'.,Successfully synced instances from host '<*>'.,no-Un,OpenStack,Successfully synced instances from host '<*>'.,Successfully synced instances from host 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us'.,Successfully synced instances from host '<*>'.,"""Successfully synced instances from host '<*>'.""",Successfully synced instances from host '<*>'.
Successfully synced instances from host 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us'.,Successfully synced instances from host '<*>'.,no-Un,OpenStack,Successfully synced instances from host '<*>'.,Successfully synced instances from host 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us'.,Successfully synced instances from host '<*>'.,"""Successfully synced instances from host '<*>'.""",Successfully synced instances from host '<*>'.
Successfully synced instances from host 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us'.,Successfully synced instances from host '<*>'.,no-Un,OpenStack,Successfully synced instances from host '<*>'.,Successfully synced instances from host 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us'.,Successfully synced instances from host '<*>'.,"""Successfully synced instances from host '<*>'.""",Successfully synced instances from host '<*>'.
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Terminating instance,[instance: <*>] Terminating instance,no-Un,OpenStack,[instance: <*>] Terminating instance,Template: [instance: <*>] Terminating instance,,[instance: <*>] Terminating instance,[instance: <*>] Terminating instance
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Terminating instance,[instance: <*>] Terminating instance,no-Un,OpenStack,[instance: <*>] Terminating instance,Template: [instance: <*>] Terminating instance,,[instance: <*>] Terminating instance,[instance: <*>] Terminating instance
[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Terminating instance,[instance: <*>] Terminating instance,no-Un,OpenStack,[instance: <*>] Terminating instance,Template: [instance: <*>] Terminating instance,,[instance: <*>] Terminating instance,[instance: <*>] Terminating instance
[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Deleting instance files /var/lib/nova/instances/be793e89-2cc3-4f99-9884-9c6a624a84bc_del,[instance: <*>] Deleting instance files <*>,no-Un,OpenStack,[instance: <*>] Deleting instance files /var/lib/nova/instances/<*>_del,Template: [instance: <*>] Deleting instance files <*>_del,<instances>: <instance_id>_del,[instance: <*>] Deleting instance files /var/lib/nova/instances/<*>_del,[instance: <*>] Deleting instance files /var/lib/nova/instances/<*>_del
[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Deleting instance files /var/lib/nova/instances/be793e89-2cc3-4f99-9884-9c6a624a84bc_del,[instance: <*>] Deleting instance files <*>,no-Un,OpenStack,[instance: <*>] Deleting instance files /var/lib/nova/instances/<*>_del,Template: [instance: <*>] Deleting instance files <*>_del,<instances>: <instance_id>_del,[instance: <*>] Deleting instance files /var/lib/nova/instances/<*>_del,[instance: <*>] Deleting instance files <*>
[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Deleting instance files /var/lib/nova/instances/be793e89-2cc3-4f99-9884-9c6a624a84bc_del,[instance: <*>] Deleting instance files <*>,no-Un,OpenStack,[instance: <*>] Deleting instance files /var/lib/nova/instances/<*>_del,Template: [instance: <*>] Deleting instance files <*>_del,<instances>: <instance_id>_del,[instance: <*>] Deleting instance files /var/lib/nova/instances/<*>_del,[instance: <*>] Deleting instance files /var/lib/nova/instances/<*>_del
HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any event,no-Un,OpenStack,<*> HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any eventExtracted template: HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any event,HTTP exception thrown: <*>,HTTP exception thrown: No instances found for any event
HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any event,no-Un,OpenStack,<*> HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any eventExtracted template: HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any event,HTTP exception thrown: <*>,HTTP exception thrown: No instances found for any event
HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any event,no-Un,OpenStack,<*> HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any eventExtracted template: HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any event,HTTP exception thrown: <*>,HTTP exception thrown: No instances found for any event
Running instance usage audit for host cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us from 2017-05-16 05:00:00 to 2017-05-16 06:00:00. 87 instances.,Running instance usage audit for host <*> from <*> to <*>. <*> instances.,no-Un,OpenStack,87 instances.,Running instance usage audit for host cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us from 2017-05-16 05:00:00 to 2017-05-1,Running instance usage audit for host <*> from <*> to <*>. <*> instances.,"""Running instance usage audit for host <*> from <*> to <*>. <*> instances.""",Running instance usage audit for host <*> from <*> to <*>. <*> instances.
Running instance usage audit for host cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us from 2017-05-16 05:00:00 to 2017-05-16 06:00:00. 87 instances.,Running instance usage audit for host <*> from <*> to <*>. <*> instances.,no-Un,OpenStack,87 instances.,Running instance usage audit for host cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us from 2017-05-16 05:00:00 to 2017-05-1,Running instance usage audit for host <*> from <*> to <*>. <*> instances.,"""Running instance usage audit for host <*> from <*> to <*>. <*> instances.""",Running instance usage audit for host <*> from <*> to <*>. <*> instances.
Running instance usage audit for host cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us from 2017-05-16 05:00:00 to 2017-05-16 06:00:00. 87 instances.,Running instance usage audit for host <*> from <*> to <*>. <*> instances.,no-Un,OpenStack,87 instances.,Running instance usage audit for host cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us from 2017-05-16 05:00:00 to 2017-05-1,Running instance usage audit for host <*> from <*> to <*>. <*> instances.,"""Running instance usage audit for host <*> from <*> to <*>. <*> instances.""",Running instance usage audit for host <*> from <*> to <*>. <*> instances.
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Took 1.05 seconds to destroy the instance on the hypervisor.,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,no-Un,OpenStack,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Took 1.01 seconds to destroy the instance on the hypervisor.,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,no-Un,OpenStack,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,Template: [instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.
[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Took 1.00 seconds to destroy the instance on the hypervisor.,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,no-Un,OpenStack,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.
"[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] vcpu limit not specified, defaulting to unlimited","[instance: <*>] vcpu limit not specified, defaulting to unlimited",no-Un,OpenStack,"[instance: <*>] vcpu limit not specified, defaulting to unlimited","[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] vcpu limit not specified, defaulting to unlimitedExtracted template: [instance: <",,"[instance: <*>] vcpu limit not specified, defaulting to unlimited","[instance: <*>] vcpu limit not specified, defaulting to unlimited"
"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] vcpu limit not specified, defaulting to unlimited","[instance: <*>] vcpu limit not specified, defaulting to unlimited",no-Un,OpenStack,"[instance: <*>] vcpu limit not specified, defaulting to unlimited","[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] vcpu limit not specified, defaulting to unlimitedExtracted template: [instance: <*>] vcpu",,"[instance: <*>] vcpu limit not specified, defaulting to unlimited","[instance: <*>] vcpu limit not specified, defaulting to unlimited"
"[instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] vcpu limit not specified, defaulting to unlimited","[instance: <*>] vcpu limit not specified, defaulting to unlimited",no-Un,OpenStack,"[instance: <*>] vcpu limit not specified, defaulting to unlimited","Template: [instance: <*>] vcpu limit not specified, defaulting to unlimited",,"[instance: <*>] vcpu limit not specified, defaulting to unlimited","[instance: <*>] vcpu limit not specified, defaulting to unlimited"
"[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Total disk: 15 GB, used: 0.00 GB","[instance: <*>] Total disk: <*> GB, used: <*> GB",no-Un,OpenStack,"[instance: <*>] Total disk: <*> GB, used: <*> GB","[instance: <*>] Total disk: <*> GB, used: <*> GB","[instance: <*>] Total disk: <*>, used: <*>","[instance: <*>] Total disk: <*> GB, used: <*> GB","[instance: <*>] Total disk: <*> GB, used: <*> GB"
"[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Total disk: 15 GB, used: 0.00 GB","[instance: <*>] Total disk: <*> GB, used: <*> GB",no-Un,OpenStack,"[instance: <*>] Total disk: <*> GB, used: <*> GB","Template: [instance: <*>] Total disk: <*> GB, used: <*> GB","[instance: <*>] Total disk: <*>, used: <*>","[instance: <*>] Total disk: <*> GB, used: <*> GB","[instance: <*>] Total disk: <*> GB, used: <*> GB"
"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Total disk: 15 GB, used: 0.00 GB","[instance: <*>] Total disk: <*> GB, used: <*> GB",no-Un,OpenStack,"[instance: <*>] Total disk: <*> GB, used: <*> GB","[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Total disk: <*> GB, used: <*> GB","[instance: <*>] Total disk: <*>, used: <*>","[instance: <*>] Total disk: <*> GB, used: <*> GB","[instance: <*>] Total disk: <*> GB, used: <*> GB"
Got assigned task 839,Got assigned task <*>,no-Un,Spark,<*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>
Got assigned task 1150,Got assigned task <*>,no-Un,Spark,<*>,Got assigned task 1150,Got assigned task <*>,"""Got assigned task <*>""",Got assigned task <*>
Got assigned task 1351,Got assigned task <*>,no-Un,Spark,<*>,Got assigned task <*><|im,Got assigned task <*>,"""Got assigned task <*>""",Got assigned task <*>
Successfully registered with driver,Successfully registered with driver,no-Un,Spark,Successfully registered with driver,Successfully registered with driverExtracted template: Successfully registered with driver,Successfully registered with driver,Successfully registered with driver,Successfully registered with driver
Successfully registered with driver,Successfully registered with driver,no-Un,Spark,Successfully registered with driver,Successfully registered with driverExtracted template: Successfully registered with driver,Successfully registered with driver,Successfully registered with driver,Successfully registered with driver
Successfully registered with driver,Successfully registered with driver,no-Un,Spark,Successfully registered with driver,Successfully registered with driverExtracted template: Successfully registered with driver,Successfully registered with driver,Successfully registered with driver,Successfully registered with driver
Reading broadcast variable 33 took 9 ms,Reading broadcast variable <*> took <*> ms,no-Un,Spark,<*> took <*> ms,Template: Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
Reading broadcast variable 40 took 10 ms,Reading broadcast variable <*> took <*> ms,no-Un,Spark,<*> took <*> ms,Template: Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
Reading broadcast variable 15 took 15 ms,Reading broadcast variable <*> took <*> ms,no-Un,Spark,<*> took <*> ms,Template: Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
Finished task 16.0 in stage 29.0 (TID 1336). 2171 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,no-Un,Spark,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,no-Un,Spark,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 84.0 in stage 24.0 (TID 1141). 2364 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,no-Un,Spark,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Slf4jLogger started,Slf4jLogger started,no-Un,Spark,Slf4jLogger started,Slf4jLogger started,Slf4jLogger started,<*> started,Slf4jLogger started
Slf4jLogger started,Slf4jLogger started,no-Un,Spark,Slf4jLogger started,Slf4jLogger started,Slf4jLogger started,<*> started,Slf4jLogger started
Slf4jLogger started,Slf4jLogger started,no-Un,Spark,Slf4jLogger started,Slf4jLogger started,Slf4jLogger started,<*> started,Slf4jLogger started
